name,district,price,bedroom,wc,acreage,link
"Bán nhà trệt 2 lầu đường Dương Đình Hội , Tăng Nhơn Phú B , Quận 9","Quận 9 (TP. Thủ Đức), TPHCM",6 tỷ,4 PN,5 WC,56 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-tret-2-lau-duong-duong-dinh-hoi-tang-nhon-phu-b-quan-9-id22409778
Gấp Bán Nhà Mặt Tiền Kinh Doanh 12m Tân Phú - 4x20 - 3 Tầng -Nhỉnh 7tỷ,"Quận Tân Phú, TPHCM",7 tỷ 990 triệu,3 PN,2 WC,53 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/gap-ban-nha-mat-tien-kinh-doanh-12m-tan-phu-4x20-3-tang-nhinh-7ty-id22457359
"Bán nhà hẻm 10m Nguyễn Hồng Đào. DT: 150m2 nhà xây hầm + 4 lầu 18,5 TỶ","Quận Tân Bình, TPHCM",18 tỷ 500 triệu,5 PN,3 WC,80 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-hem-10m-nguyen-hong-dao-dt-150m2-nha-xay-ham-4-lau-18-5-ty-id22517033
Quận Gò Vấp Nhà Đẹp Căn Góc 2MT Hẻm Thoáng Chính Chủ Cần Bán Nhà ĐS51,"Quận Gò Vấp, TPHCM",1 tỷ 990 triệu,5 PN,6 WC,150 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/quan-go-vap-nha-dep-can-goc-2mt-hem-thoang-chinh-chu-can-ban-nha-ds51-id22527264
"Nhà Bán: Trần Xuân Soạn Quận 7, 2 Tầng. Giá Nhỉnh nhẹ 1 tỷ 505 tr. 2PN","Quận 7, TPHCM",1 tỷ 505 triệu,4 PN,3 WC,29 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/nha-ban-tran-xuan-soan-quan-7-2-tang-gia-nhinh-nhe-1-ty-505-tr-2pn-id22501481
"Bán Nhà Mặt tiền đường Nguyễn Hữu Cảnh,25m x 42m, công nhận 1.058m².","Quận Bình Thạnh, TPHCM",220 tỷ,2 PN,2 WC,52 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-nguyen-huu-canh-25m-x-42m-cong-nhan-1-058m-id22454021
"Giá rẻ Nở hậu 5.5Mx 16M chỉ 100tr/m2, Chu Văn An,Hẻm thông, 2 tầng đẹp","Quận Bình Thạnh, TPHCM",6 tỷ 680 triệu,1 PN,1 WC,1058 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/gia-re-no-hau-5-5mx-16m-chi-100tr-m2-chu-van-an-hem-thong-2-tang-dep-id22423679
"Bán nhà 1 trệt 1 lầu hẻm xe hơi 1 xẹt, đường 160 TNP A, Q9 __Dt: 5*14m","Quận 9 (TP. Thủ Đức), TPHCM",4 tỷ 950 triệu,3 PN,2 WC,65 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-1-tret-1-lau-hem-xe-hoi-1-xet-duong-160-tnp-a-q9-dt-5-14m-id21423632
Chính chủ bán nhà thạnh lộc 14 phường thạnh lộc quận 12,"Quận 12, TPHCM",1 tỷ 200 triệu,3 PN,3 WC,70 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/chinh-chu-ban-nha-thanh-loc-14-phuong-thanh-loc-quan-12-id22507374
"Bán nhà TTQ7, 4 tầng, Hẻm thông thoáng, giá chỉ 5,x tỷ","Quận 7, TPHCM",5 tỷ 350 triệu,2 PN,2 WC,30 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/ban-nha-ttq7-4-tang-hem-thong-thoang-gia-chi-5-x-ty-id22512850
"Hạ 2,5 tỷ gia đình gấp bán nhà Nguyễn Văn Quá, 8x18, HXH chỉ 40tr/m2","Quận 12, TPHCM",8 tỷ 900 triệu,4 PN,5 WC,64 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/ha-2-5-ty-gia-dinh-gap-ban-nha-nguyen-van-qua-8x18-hxh-chi-40tr-m2-id22472041
"Bán nhà 5 tầng - 68m2 - Hẻm xe hơi - đường Huỳnh Văn Bánh, P13. PN","Quận Phú Nhuận, TPHCM",8 tỷ 870 triệu,10 PN,10 WC,146 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/ban-nha-5-tang-68m2-hem-xe-hoi-duong-huynh-van-banh-p13-pn-id22510641
"Bán nhà hẻm 8m Phan Anh, Tân Phú, 4 tầng, 4x17M, 7,5 tỷ ( TL )","Quận Tân Phú, TPHCM",7 tỷ 500 triệu,5 PN,6 WC,68 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-hem-8m-phan-anh-tan-phu-4-tang-4x17m-7-5-ty-tl-id22526441
Bán căn hộ dịch vụ mặt tiền Bình Giã Tân Bình 100m2 6 tầng chỉ 17.5 ty,"Quận Tân Bình, TPHCM",17 tỷ 500 triệu,2 PN,2 WC,55 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-can-ho-dich-vu-mat-tien-binh-gia-tan-binh-100m2-6-tang-chi-17-5-ty-id22361757
"Chỉ 2Tỷ9 - 42M2 - 2 Tầng BTCT - 2PN - Hẻm Ba Gác, Đường số 2 P.16 GV","Quận Gò Vấp, TPHCM",2 tỷ 900 triệu,20 PN,20 WC,100 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/chi-2ty9-42m2-2-tang-btct-2pn-hem-ba-gac-duong-so-2-p-16-gv-id22401933
"Nhà MT Bình Trị Đông ngang 11.5m, 151m2, đắc địa, chủ ngộp, 12.5 tỷ TL","Quận Bình Tân, TPHCM",12 tỷ 500 triệu,2 PN,2 WC,32 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/nha-mt-binh-tri-dong-ngang-11-5m-151m2-dac-dia-chu-ngop-12-5-ty-tl-id21769462
Hẻm Xe Hơi- TRẦN ĐÌNH XU- Q1- 75m2- 4Tầng- Nở Hậu L- Cách Mặt Tiền 30m,"Quận 1, TPHCM",14 tỷ 500 triệu,4 PN,2 WC,151 m2,https://mogi.vn/quan-1/mua-nha-hem-ngo/hem-xe-hoi-tran-dinh-xu-q1-75m2-4tang-no-hau-l-cach-mat-tien-30m-id22194844
"Bán nhà trệt 2 lầu hẻm 31 đường 160 Lã Xuân Oai , Quận 9 - H.Đông Bắc","Quận 9 (TP. Thủ Đức), TPHCM",5 tỷ 200 triệu,7 PN,7 WC,75 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-tret-2-lau-hem-31-duong-160-la-xuan-oai-quan-9-h-dong-bac-id22409774
"Bán Nhà 2 Tầng Mới Đẹp Quốc Lộ 1A - 4,8x11 - 50m - Nhỉnh 3 Tỷ","Quận 12, TPHCM",3 tỷ 270 triệu,3 PN,3 WC,50 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/ban-nha-2-tang-moi-dep-quoc-lo-1a-4-8x11-50m-nhinh-3-ty-id22452078
Bán mặt tiền Phan Bá Phiến. DT: 5x21 Nhà 4 lầu mới đẹp. Giá 22 tỷ,"Quận Tân Bình, TPHCM",22 tỷ,3 PN,2 WC,50 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-mat-tien-phan-ba-phien-dt-5x21-nha-4-lau-moi-dep-gia-22-ty-id22515023
"Bán nhà mặt tiền Nguyễn Thị Minh Khai, P. Võ Thị Sáu, Q3, 14x30m","Quận 3, TPHCM",200 tỷ,5 PN,6 WC,100 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-mat-tien-nguyen-thi-minh-khai-p-vo-thi-sau-q3-14x30m-id22454013
"Nhà mới ở liền, Nội thất full, Hẻm 6m xe tải thông Lê Quang Định,7.8ty","Quận Gò Vấp, TPHCM",7 tỷ 800 triệu,1 PN,1 WC,434 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/nha-moi-o-lien-noi-that-full-hem-6m-xe-tai-thong-le-quang-dinh-7-8ty-id22423655
Chính chủ bán nhà ngay uỷ ban p thạnh xuân quận 12,"Quận 12, TPHCM",1 tỷ 350 triệu,3 PN,3 WC,56 m2,https://mogi.vn/quan-12/mua-nha-biet-thu-lien-ke/chinh-chu-ban-nha-ngay-uy-ban-p-thanh-xuan-quan-12-id22507382
"Bán nhà MT kinh doanh sầm uất HTP, ngang 4m1 giá chỉ  7tỷ","Quận 7, TPHCM",7 tỷ,3 PN,3 WC,30 m2,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/ban-nha-mt-kinh-doanh-sam-uat-htp-ngang-4m1-gia-chi-7ty-id22512849
"Bán toà nhà căn hộ dịch vụ Dương Quảng Hàm Gò Vấp 110,5m2/ 11tỷ500 SHR","Quận Gò Vấp, TPHCM",11 tỷ 500 triệu,2 PN,2 WC,24 m2,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/ban-toa-nha-can-ho-dich-vu-duong-quang-ham-go-vap-110-5m2-11ty500-shr-id22527924
"Hạ SỐC 2.9 tỷ, Gia đình Gấp bán nhà mặt tiền Thạnh Xuân 25, 187m2 5x40","Quận 12, TPHCM",10 tỷ 100 triệu,14 PN,17 WC,110 m2,https://mogi.vn/quan-12/mua-nha-mat-tien-pho/ha-soc-2-9-ty-gia-dinh-gap-ban-nha-mat-tien-thanh-xuan-25-187m2-5x40-id22471988
"Cực hiếm, nhà 4 tầng, 84m2, cách 1 căn ra mặt tiền Chu Văn An","Quận Bình Thạnh, TPHCM",9 tỷ 150 triệu,3 PN,3 WC,187 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/cuc-hiem-nha-4-tang-84m2-cach-1-can-ra-mat-tien-chu-van-an-id22518094
"Bán nhà hẻm xe hơi Ni Sư Huỳnh Liên, Tân Bình, 2 tầng, 4,3x13M, 6,5 tỷ","Quận Tân Bình, TPHCM",6 tỷ 500 triệu,4 PN,5 WC,84 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-hem-xe-hoi-ni-su-huynh-lien-tan-binh-2-tang-4-3x13m-6-5-ty-id22526223
Bán nhà mặt tiền F.2 Tân Bình 4 tầng vừa ở vừa kinh doanh chỉ 12.5 tỷ,"Quận Tân Bình, TPHCM",12 tỷ 500 triệu,2 PN,2 WC,55 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-mat-tien-f-2-tan-binh-4-tang-vua-o-vua-kinh-doanh-chi-12-5-ty-id22379569
"MTKD Hòa Bình Q11 337m2 đắc địa 12.5x27, có 100tr/th,  giá 65 tỷ TL","Quận 11, TPHCM",65 tỷ,4 PN,4 WC,64 m2,https://mogi.vn/quan-11/mua-nha-mat-tien-pho/mtkd-hoa-binh-q11-337m2-dac-dia-12-5x27-co-100tr-th-gia-65-ty-tl-id21884073
"Nhỉnh 4 Tỷ ,25m2 ,3 Tầng BTCT, 3PN ,Hẻm Ba Gác, Gần MT Vạn Kiếp P.3 BT","Quận Bình Thạnh, TPHCM",4 tỷ 700 triệu,10 PN,3 WC,337 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nhinh-4-ty-25m2-3-tang-btct-3pn-hem-ba-gac-gan-mt-van-kiep-p-3-bt-id22404265
HIẾM- Mặt Tiền DÂN TRÍ- Gíap Q.10- 132m2(4.2X33)- Gía Rẻ Chỉ 90Tr/m2,"Quận Tân Bình, TPHCM",12 tỷ,3 PN,2 WC,25 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/hiem-mat-tien-dan-tri-giap-q-10-132m2-4-2x33-gia-re-chi-90tr-m2-id22178022
"Bán nhà trệt + Lửng + 2 Lầu Đường Làng Tăng Phú , P. TNPA , Quận 9","Quận 9 (TP. Thủ Đức), TPHCM",6 tỷ 800 triệu,3 PN,2 WC,132 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-tret-lung-2-lau-duong-lang-tang-phu-p-tnpa-quan-9-id22409753
Mystery Hưng Thịnh - bán biệt thự mini 7x15.5m - nhà thô - 23 TL,"Quận 2 (TP. Thủ Đức), TPHCM",23 tỷ,4 PN,5 WC,59 m2,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/mystery-hung-thinh-ban-biet-thu-mini-7x15-5m-nha-tho-23-tl-id22522350
"Nhà 4 Tầng - 4x13m Nguyễn Văn Khối - Ngay UBND P9 - Gò Vấp - 5,2 Tỷ","Quận Gò Vấp, TPHCM",5 tỷ 200 triệu,4 PN,4 WC,108 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/nha-4-tang-4x13m-nguyen-van-khoi-ngay-ubnd-p9-go-vap-5-2-ty-id22482971
Bán mặt tiền C18 - Phan Bá Phiến. DT: 5X20m Nhà xây 4 lầu nhà mới đẹp,"Quận Tân Bình, TPHCM",22 tỷ,4 PN,4 WC,52 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-mat-tien-c18-phan-ba-phien-dt-5x20m-nha-xay-4-lau-nha-moi-dep-id22515020
"Siêu hot! Góc 2 MT Hai Bà Trưng + Trần Quốc Toản, Q3 (15x18m) 5 tầng","Quận 3, TPHCM",95 tỷ,5 PN,6 WC,100 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/sieu-hot-goc-2-mt-hai-ba-trung-tran-quoc-toan-q3-15x18m-5-tang-id22452370
"Ngay Vòng xoay ĐBP, Giáp Quận 1, 5 x14M không QH, Nội thất full, 7.15T","Quận Bình Thạnh, TPHCM",7 tỷ 150 triệu,10 PN,10 WC,270 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ngay-vong-xoay-dbp-giap-quan-1-5-x14m-khong-qh-noi-that-full-7-15t-id22423599
"Bán nhà mặt tiền đường D2 Man Thiện, TNPA, Quận 9: DT 5x22m.11 tỷ 2","Quận 9 (TP. Thủ Đức), TPHCM",11 tỷ 200 triệu,3 PN,3 WC,70 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-d2-man-thien-tnpa-quan-9-dt-5x22m-11-ty-2-id21488945
"Hàng hiếm, sổ đẹp nở hậu tài lộc, 72m2 3 tầng chỉ nhỉnh 5tỷ","Quận 7, TPHCM",5 tỷ 400 triệu,3 PN,1 WC,110 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/hang-hiem-so-dep-no-hau-tai-loc-72m2-3-tang-chi-nhinh-5ty-id22510350
"Hạ SỐC 2.3 tỷ, Gia đình Gấp bán nhà mặt tiền TX25, 250m2, 2 tầng, 7x35","Quận 12, TPHCM",8 tỷ 300 triệu,4 PN,5 WC,72 m2,https://mogi.vn/quan-12/mua-nha-mat-tien-pho/ha-soc-2-3-ty-gia-dinh-gap-ban-nha-mat-tien-tx25-250m2-2-tang-7x35-id22471861
"Bán gấp!! Nhà 4 tầng, 72m2, hẻm xe hơi, ngay chợ Hạnh Thông Tây, GV","Quận Gò Vấp, TPHCM",8 tỷ 430 triệu,3 PN,3 WC,250 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ban-gap-nha-4-tang-72m2-hem-xe-hoi-ngay-cho-hanh-thong-tay-gv-id22518110
"Bán nhà hẻm xe hơi Nguyễn Khắc Nhu, Q1, 5 tầng, 4x12,5M, 13,9 tỷ  TL","Quận 1, TPHCM",13 tỷ 900 triệu,5 PN,6 WC,72 m2,https://mogi.vn/quan-1/mua-nha-hem-ngo/ban-nha-hem-xe-hoi-nguyen-khac-nhu-q1-5-tang-4x12-5m-13-9-ty-tl-id22526186
Bán nhà mặt tiền kinh doanh ngay chợ Tân Hương 110m2 5 tầng chỉ 12 tỷ,"Quận Tân Phú, TPHCM",12 tỷ,2 PN,2 WC,55 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/ban-nha-mat-tien-kinh-doanh-ngay-cho-tan-huong-110m2-5-tang-chi-12-ty-id22369494
"Bán MTKD Nguyễn Tiểu La Q10 36m2 3 tầng vị trí đắc địa, chỉ 12 tỷ TL","Quận 10, TPHCM",12 tỷ,5 PN,5 WC,110 m2,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-mtkd-nguyen-tieu-la-q10-36m2-3-tang-vi-tri-dac-dia-chi-12-ty-tl-id21964750
"Chỉ 6 Tỷ , 58M2, 3PN ,Ngang 4m,Hẻm Ba Gác Thông ,Gần MT Điện Biên Phủ","Quận Bình Thạnh, TPHCM",6 tỷ,4 PN,3 WC,35 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/chi-6-ty-58m2-3pn-ngang-4m-hem-ba-gac-thong-gan-mt-dien-bien-phu-id22407624
Bán biệt thự mỹ giang - trung tâm khu cảnh đồi pmh q7 hcm giá 43ty tl,"Quận 7, TPHCM",43 tỷ,3 PN,4 WC,58 m2,https://mogi.vn/quan-7/mua-nha-biet-thu-lien-ke/ban-biet-thu-my-giang-trung-tam-khu-canh-doi-pmh-q7-hcm-gia-43ty-tl-id21552138
Hẻm 7m Xe Tải Tránh- HƯƠNG LỘ 2- 214m2- Ngang 6m- Vuông Vức- 50Tr/m2,"Quận Bình Tân, TPHCM",10 tỷ 800 triệu,4 PN,4 WC,126 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/hem-7m-xe-tai-tranh-huong-lo-2-214m2-ngang-6m-vuong-vuc-50tr-m2-id22173071
"Bán nhà 100m2 Trệt Lầu đường 182 Lã Xuân Oai , P.TNPA , Quận 9","Quận 9 (TP. Thủ Đức), TPHCM",5 tỷ 900 triệu,4 PN,4 WC,214 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-100m2-tret-lau-duong-182-la-xuan-oai-p-tnpa-quan-9-id22409727
Bán mặt tiền Nguyễn Minh Hoàng ngay C18 . DT: 5x20 nhà cấp 4 giá 18 tỷ,"Quận Tân Bình, TPHCM",18 tỷ,3 PN,2 WC,100 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-mat-tien-nguyen-minh-hoang-ngay-c18-dt-5x20-nha-cap-4-gia-18-ty-id22515018
"Chia tài sản cần bán nhà mặt tiền Võ Văn Tần - Lê Quý Đôn, P. 6, Q 3","Quận 3, TPHCM",350 tỷ,1 PN,1 WC,100 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/chia-tai-san-can-ban-nha-mat-tien-vo-van-tan-le-quy-don-p-6-q-3-id22452360
"Huỳnh Văn Bánh, Chính chủ 3 tầng, 5 x 10M XH ngủ trong nhà, 8.5 tỷ hơn","Quận Phú Nhuận, TPHCM",8 tỷ 990 triệu,10 PN,10 WC,800 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/huynh-van-banh-chinh-chu-3-tang-5-x-10m-xh-ngu-trong-nha-8-5-ty-hon-id22423579
Bán Biệt Thự Mini .Long Trường Q9 - DT: ngang 8 x 20m. Giá 5 tỷ 2,"Quận 9 (TP. Thủ Đức), TPHCM",5 tỷ 200 triệu,4 PN,4 WC,50 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-biet-thu-mini-long-truong-q9-dt-ngang-8-x-20m-gia-5-ty-2-id22462521
Chính chủ bán nhà phố tô ngọc vân p thanh xuan quận 12,"Quận 12, TPHCM",1 tỷ 390 triệu,3 PN,6 WC,150 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/chinh-chu-ban-nha-pho-to-ngoc-van-p-thanh-xuan-quan-12-id22506905
"Hàng hiếm, sổ đẹp nở hậu tài lộc, 72m2 3 tầng chỉ nhỉnh 5tỷ","Quận 7, TPHCM",5 tỷ 400 triệu,3 PN,2 WC,26 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/hang-hiem-so-dep-no-hau-tai-loc-72m2-3-tang-chi-nhinh-5ty-id22509893
"chú cần bán lỗ căn biệt thự song lập chỉ 39 tỷ ngay phú mỹ hưng, q.7","Quận 7, TPHCM",39 tỷ,4 PN,3 WC,72 m2,https://mogi.vn/quan-7/mua-nha-biet-thu-lien-ke/chu-can-ban-lo-can-biet-thu-song-lap-chi-39-ty-ngay-phu-my-hung-q-7-id22291441
Chỉ 1 TỈ 810 TR có siêu phẩm xe hơi ĐẬU CỬA Ở HUỲNH VĂN BÁNH PHÚ NHUẬN,"Quận Phú Nhuận, TPHCM",1 tỷ 810 triệu,5 PN,5 WC,150 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/chi-1-ti-810-tr-co-sieu-pham-xe-hoi-dau-cua-o-huynh-van-banh-phu-nhuan-id22496863
"Hạ chào 600 triệu, Gia đình Gấp bán nhà lô góc, biệt thự sân vườn 180m","Huyện Hóc Môn, TPHCM",8 tỷ 300 triệu,3 PN,4 WC,63 m2,https://mogi.vn/huyen-hoc-mon/mua-nha-hem-ngo/ha-chao-600-trieu-gia-dinh-gap-ban-nha-lo-goc-biet-thu-san-vuon-180m-id22464137
"Gấp bán!! Nhà 5 tầng, 56m2, hẻm xe hơi, ngay công viên Làng Hoa Gò Vấp","Quận Gò Vấp, TPHCM",7 tỷ 850 triệu,2 PN,2 WC,55 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/gap-ban-nha-5-tang-56m2-hem-xe-hoi-ngay-cong-vien-lang-hoa-go-vap-id22518075
"Bán gấp nhà Mặt tiền DC11, Tân Phú, 4 tầng, 4x20M, 9,9 tỷ ( TL )","Quận Tân Phú, TPHCM",9 tỷ 900 triệu,4 PN,5 WC,56 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/ban-gap-nha-mat-tien-dc11-tan-phu-4-tang-4x20m-9-9-ty-tl-id22525966
"Nhỉnh 6 tỷ , 41m2 , 4PN, HXH Đỗ Cửa ,Thích Quảng Đức P.5 Phú Nhuận","Quận Phú Nhuận, TPHCM",6 tỷ 250 triệu,4 PN,4 WC,80 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nhinh-6-ty-41m2-4pn-hxh-do-cua-thich-quang-duc-p-5-phu-nhuan-id22399403
"Mặt tiền 12m Hồng Hà ngay Sân bay 220m2 11.5x21 4 tầng, chỉ 64 tỷ TL","Quận Tân Bình, TPHCM",64 tỷ,4 PN,3 WC,41 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/mat-tien-12m-hong-ha-ngay-san-bay-220m2-11-5x21-4-tang-chi-64-ty-tl-id21685776
Khu phân lô phường Tân Sơn Nhì 4m x 18m - 3 tầng hẻm xe tải chỉ 10.2ty,"Quận Tân Phú, TPHCM",10 tỷ 200 triệu,10 PN,4 WC,220 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/khu-phan-lo-phuong-tan-son-nhi-4m-x-18m-3-tang-hem-xe-tai-chi-10-2ty-id22521288
Vip Q.10- TÔ HIẾN THÀNH- 31m2- 4 Tầng- 3PN- Cách 5 Căn Ra Hẻm Xe Hơi,"Quận 10, TPHCM",5 tỷ 500 triệu,4 PN,4 WC,72 m2,https://mogi.vn/quan-10/mua-nha-hem-ngo/vip-q-10-to-hien-thanh-31m2-4-tang-3pn-cach-5-can-ra-hem-xe-hoi-id22147506
"Bán nhà trệt + Lửng + 2 Lầu đường Trương Văn Thành , Hiệp Phú , Quận 9","Quận 9 (TP. Thủ Đức), TPHCM",5 tỷ 800 triệu,3 PN,3 WC,31 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-tret-lung-2-lau-duong-truong-van-thanh-hiep-phu-quan-9-id22409722
"Bán Nhà Hẻm Xe Tải - 5x19m - Nguyễn Văn Quá - Trung Tâm Q12 - 4,2 Tỷ","Quận 12, TPHCM",4 tỷ 200 triệu,3 PN,3 WC,55 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/ban-nha-hem-xe-tai-5x19m-nguyen-van-qua-trung-tam-q12-4-2-ty-id22485246
"Bán mặt tiền Nhất Chi Mai, P.13, Tân Bình. DT: 5,5x20 nhà Hầm + 5 lầu","Quận Tân Bình, TPHCM",24 tỷ,3 PN,2 WC,96 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-mat-tien-nhat-chi-mai-p-13-tan-binh-dt-5-5x20-nha-ham-5-lau-id22487727
Cơ Cấu Nợ - Bán Gấp! Căn Góc 2 Mặt Tiền 3 Tháng 2 - Cao Thắng,"Quận 10, TPHCM",250 tỷ,5 PN,6 WC,111 m2,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/co-cau-no-ban-gap-can-goc-2-mat-tien-3-thang-2-cao-thang-id22451595
"Hẻm 6M, 45m2, 3 tầng, Khu phân lô, Ngay Chợ Bà Chiểu, Bạch Đằng, 6.45T","Quận Bình Thạnh, TPHCM",6 tỷ 450 triệu,10 PN,10 WC,450 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hem-6m-45m2-3-tang-khu-phan-lo-ngay-cho-ba-chieu-bach-dang-6-45t-id22423562
"Bán Đất Mặt tiền Đường Nguyễn Duy Trinh, Quận 2 - DT : 900m2 (28mx32m)","Quận 2 (TP. Thủ Đức), TPHCM",110 tỷ,4 PN,4 WC,45 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-dat-mat-tien-duong-nguyen-duy-trinh-quan-2-dt-900m2-28mx32m-id22473740
Bán nhà chính chủ thạnh xuân43 p thạnh xuân quận 12,"Quận 12, TPHCM",1 tỷ 350 triệu,1 PN,1 WC,900 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/ban-nha-chinh-chu-thanh-xuan43-p-thanh-xuan-quan-12-id22493197
"Bán nhà TTQ7, ngang khủng hơn 7m, 2 tầng, xe hơi đậu cửa chỉ hơn 8 tỷ","Quận 7, TPHCM",8 tỷ 800 triệu,3 PN,2 WC,30 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/ban-nha-ttq7-ngang-khung-hon-7m-2-tang-xe-hoi-dau-cua-chi-hon-8-ty-id22509888
Giảm 300 triệu còn 1T785 bán gấp nhà Q11(68m²) HXH Lạc Long Quân Q11,"Quận 11, TPHCM",1 tỷ 785 triệu,3 PN,4 WC,101 m2,https://mogi.vn/quan-11/mua-nha-hem-ngo/giam-300-trieu-con-1t785-ban-gap-nha-q11-68m-hxh-lac-long-quan-q11-id22496775
"Gấp bán tòa nhà Quận 1 ngay Bến Thành, 102 Nguyễn Thái Bình, 7 tầng","Quận 1, TPHCM",29 tỷ,2 PN,2 WC,55 m2,https://mogi.vn/quan-1/mua-nha-hem-ngo/gap-ban-toa-nha-quan-1-ngay-ben-thanh-102-nguyen-thai-binh-7-tang-id22460965
BIỆT THỰ 100M2 - Hẻm xe tải - 4 tầng - Ngang lớn 6m - Ngay Lotte Mart,"Quận Gò Vấp, TPHCM",12 tỷ 450 triệu,7 PN,7 WC,78 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/biet-thu-100m2-hem-xe-tai-4-tang-ngang-lon-6m-ngay-lotte-mart-id22517809
"Bán nhà Mặt tiền DC8, Tân Phú, 5 tầng, 10x19M, 25 tỷ ( Tl )","Quận Tân Phú, TPHCM",25 tỷ,4 PN,4 WC,96 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/ban-nha-mat-tien-dc8-tan-phu-5-tang-10x19m-25-ty-tl-id22525682
Bán nhà kênh Tân Hoá 5m x 19m 4 tầng hẻm 9m chỉ 12.7 tỷ thương lượng,"Quận Tân Phú, TPHCM",12 tỷ 700 triệu,18 PN,18 WC,190 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-kenh-tan-hoa-5m-x-19m-4-tang-hem-9m-chi-12-7-ty-thuong-luong-id22505721
