name,district,price,bedroom,wc,acreage,link
"Bán nhà lầu đường Man Thiện, Hiệp Phú, Q9. 8 tỷ 5/ 84m2","Quận 9 (TP. Thủ Đức), TPHCM",8 tỷ 500 triệu,3 PN,3 WC,69 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-lau-duong-man-thien-hiep-phu-q9-8-ty-5-84m2-id21736526
"Gấp bán! Nhà nát sát mặt tiền Huỳnh Tấn Phát, 80m2 vuông vức, nhỉnh 5","Quận 7, TPHCM",5 tỷ 300 triệu,4 PN,4 WC,84 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/gap-ban-nha-nat-sat-mat-tien-huynh-tan-phat-80m2-vuong-vuc-nhinh-5-id22514921
Chú Sáu về quê bán nhà 1T1L Lê Đức Thọ GV 59m2 1ty350tr tiện ở kd,"Quận Gò Vấp, TPHCM",1 tỷ 350 triệu,2 PN,1 WC,80 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/chu-sau-ve-que-ban-nha-1t1l-le-duc-tho-gv-59m2-1ty350tr-tien-o-kd-id22520919
Nhà đẹp PHAN ĐÌNH PHÙNG P1 PHÚ NHUẬN  Diện tích: 52m2 (4×13m) 1T3L 3PN,"Quận Phú Nhuận, TPHCM",1 tỷ 765 triệu,2 PN,2 WC,59 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-dep-phan-dinh-phung-p1-phu-nhuan-dien-tich-52m2-4-13m-1t3l-3pn-id22496859
"Hạ chào 600 triệu, Gia đình Gấp bán nhà lô góc, biệt thự sân vườn 180m","Huyện Hóc Môn, TPHCM",8 tỷ 300 triệu,3 PN,4 WC,52 m2,https://mogi.vn/huyen-hoc-mon/mua-nha-hem-ngo/ha-chao-600-trieu-gia-dinh-gap-ban-nha-lo-goc-biet-thu-san-vuon-180m-id22462919
"Siêu phẩm 4 tầng, 70m2, hẻm xe hơi, ngay khu Cityland Nguyễn Văn Lượng","Quận Gò Vấp, TPHCM",7 tỷ 850 triệu,2 PN,3 WC,175 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/sieu-pham-4-tang-70m2-hem-xe-hoi-ngay-khu-cityland-nguyen-van-luong-id22514301
"MTKD Tô Hiêu Tân Phú 84m2 3 tầng 4.2x20 kd đỉnh, giá 15.3 tỷ TL, hiếm","Quận Tân Phú, TPHCM",15 tỷ 300 triệu,5 PN,5 WC,70 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/mtkd-to-hieu-tan-phu-84m2-3-tang-4-2x20-kd-dinh-gia-15-3-ty-tl-hiem-id21667579
Chủ rao bán gấp nhà HXH Trần Quang Khải Q1 giá chỉ 2 tỷ 495 triệu 40m2,"Quận 1, TPHCM",2 tỷ 495 triệu,5 PN,3 WC,84 m2,https://mogi.vn/quan-1/mua-nha-hem-ngo/chu-rao-ban-gap-nha-hxh-tran-quang-khai-q1-gia-chi-2-ty-495-trieu-40m2-id22522270
Khu Nội Bộ Nguyễn Văn Luông P12 Q6 ( 6 * 18 ) 4 Lầu 13.8 tỷ,"Quận 6, TPHCM",13 tỷ 800 triệu,2 PN,2 WC,55 m2,https://mogi.vn/quan-6/mua-nha-hem-ngo/khu-noi-bo-nguyen-van-luong-p12-q6-6-18-4-lau-13-8-ty-id22519830
"Bán Đất Tặng Dãy Trọ- BÙI QUANG LÀ- 222m2(6x28, NH 14m), Chỉ 54Tr/m2","Quận Gò Vấp, TPHCM",12 tỷ,6 PN,6 WC,106 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ban-dat-tang-day-tro-bui-quang-la-222m2-6x28-nh-14m-chi-54tr-m2-id22123454
"Mua bán khách sạn Phú Mỹ Hưng tại khu phố Hưng Gia Hưng Phước, 75TY","Quận 7, TPHCM",75 tỷ,12 PN,12 WC,222 m2,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/mua-ban-khach-san-phu-my-hung-tai-khu-pho-hung-gia-hung-phuoc-75ty-id21538440
"Bán nhà trệt lầu 80m2 hẻm 175 đường 2 Đình Phong Phú , P.TNPB , Quận 9","Quận 9 (TP. Thủ Đức), TPHCM",6 tỷ,30 PN,30 WC,222 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-tret-lau-80m2-hem-175-duong-2-dinh-phong-phu-p-tnpb-quan-9-id22429776
Biệt Thự 189m2 Tân Thới Hiệp 21 - Ngay BV Quận 12 - 8x27m - Nhỉnh 10tỷ,"Quận 12, TPHCM",10 tỷ 490 triệu,4 PN,5 WC,80 m2,https://mogi.vn/quan-12/mua-nha-biet-thu-lien-ke/biet-thu-189m2-tan-thoi-hiep-21-ngay-bv-quan-12-8x27m-nhinh-10ty-id22445474
Căn góc 7m nở hậu 14m - 52m2 - hẻm ô tô - Nguyễn Văn Đậu - Chỉ 5 Tỷ,"Quận Bình Thạnh, TPHCM",5 tỷ 100 triệu,3 PN,3 WC,189 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/can-goc-7m-no-hau-14m-52m2-hem-o-to-nguyen-van-dau-chi-5-ty-id22336654
"Giá rẻ 3 phòng ngủ, 38m2, Nhà mới 2 tầng, Ngay Chợ Bà Chiểu,3 tỷ nhỉnh","Quận Bình Thạnh, TPHCM",3 tỷ 890 triệu,3 PN,3 WC,52 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/gia-re-3-phong-ngu-38m2-nha-moi-2-tang-ngay-cho-ba-chieu-3-ty-nhinh-id22441314
"Nhà MỚI 4 tầng Huỳnh tấn Phát, 4.7 x 14m FULL NỘI THẤT chỉ 5.4 tỷ","Quận 7, TPHCM",5 tỷ 400 triệu,3 PN,2 WC,38 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/nha-moi-4-tang-huynh-tan-phat-4-7-x-14m-full-noi-that-chi-5-4-ty-id22514924
"Chủ cần bán gấp Villa An Phú  nhà siêu mới, giá 29 tỷ","Quận 2 (TP. Thủ Đức), TPHCM",29 tỷ,4 PN,5 WC,66 m2,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/chu-can-ban-gap-villa-an-phu-nha-sieu-moi-gia-29-ty-id22423207
Bán Biệt thự Mỹ Thái tặng bản vẽ 3D cho khách mua thiện chí ngay PMH,"Quận 7, TPHCM",32 tỷ,4 PN,4 WC,220 m2,https://mogi.vn/quan-7/mua-nha-biet-thu-lien-ke/ban-biet-thu-my-thai-tang-ban-ve-3d-cho-khach-mua-thien-chi-ngay-pmh-id22232726
Vỡ Nợ bán gấp nhà 1T1L Hà Huy Giáp Q12 62m2 1ty290tr dọn vô ở ngay,"Quận 12, TPHCM",1 tỷ 290 triệu,4 PN,4 WC,140 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/vo-no-ban-gap-nha-1t1l-ha-huy-giap-q12-62m2-1ty290tr-don-vo-o-ngay-id22520930
[ PHÚ NHUẬN ] lên sóng siêu phẩm góc 2MT PHAN ĐĂNG LƯU giá 1 tỷ 550 tr,"Quận Phú Nhuận, TPHCM",1 tỷ 550 triệu,3 PN,2 WC,62 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/phu-nhuan-len-song-sieu-pham-goc-2mt-phan-dang-luu-gia-1-ty-550-tr-id22496853
"Hạ sốc 2.5 tỷ, gia đình gấp bán khách sạn 17 phòng, mặt tiền Quận 12","Quận 12, TPHCM",11 tỷ 500 triệu,2 PN,2 WC,25 m2,https://mogi.vn/quan-12/mua-nha-mat-tien-pho/ha-soc-2-5-ty-gia-dinh-gap-ban-khach-san-17-phong-mat-tien-quan-12-id22459971
"Nhà 4 tầng, 72m2, hẻm xe hơi, sát mặt tiền Nguyễn Xí, P.26","Quận Bình Thạnh, TPHCM",9 tỷ 970 triệu,17 PN,18 WC,145 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-4-tang-72m2-hem-xe-hoi-sat-mat-tien-nguyen-xi-p-26-id22512060
TRƯỜNG SƠN - quận 10 - 5 tầng hoàn công đầy đủ - NGAY CV LỆ THỊ RIÊNG,"Quận 10, TPHCM",1 tỷ 955 triệu,4 PN,5 WC,72 m2,https://mogi.vn/quan-10/mua-nha-hem-ngo/truong-son-quan-10-5-tang-hoan-cong-day-du-ngay-cv-le-thi-rieng-id22519116
"Bán Nhà Mới Đẹp, hẻm ba gác gần MT Phan Văn Trị P.11 BT 25m2, 3 tỷ65","Quận Bình Thạnh, TPHCM",3 tỷ 650 triệu,2 PN,2 WC,55 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-moi-dep-hem-ba-gac-gan-mt-phan-van-tri-p-11-bt-25m2-3-ty65-id22518688
"MTKD Hoàng Văn Hợp 220m2 ngang 11m SHR đẹp tiện CHDV KSan, 23.5 tỷ TL","Quận Bình Tân, TPHCM",23 tỷ 500 triệu,2 PN,2 WC,25 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/mtkd-hoang-van-hop-220m2-ngang-11m-shr-dep-tien-chdv-ksan-23-5-ty-tl-id21873224
"Cc Bán nhà Mt Cao Đức Lân. P An Phú. Q2. Trệt +Lững+ 2 lầu, St. 17 tỷ","Quận 2 (TP. Thủ Đức), TPHCM",17 tỷ,4 PN,2 WC,220 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/cc-ban-nha-mt-cao-duc-lan-p-an-phu-q2-tret-lung-2-lau-st-17-ty-id22390601
"[1 Tỷ 790]Nhà mặt tiền thụt đường Trần Nguyên Đán P.Tân Định, Quận 1","Quận 1, TPHCM",1 tỷ 790 triệu,5 PN,5 WC,80 m2,https://mogi.vn/quan-1/mua-nha-hem-ngo/1-ty-790-nha-mat-tien-thut-duong-tran-nguyen-dan-p-tan-dinh-quan-1-id22522267
Khu Nội Bộ Minh Phụng Q11 ( 5.2 * 15 ) 3 Lầu 10 Tỷ,"Quận 11, TPHCM",10 tỷ,2 PN,2 WC,26 m2,https://mogi.vn/quan-11/mua-duong-noi-bo/khu-noi-bo-minh-phung-q11-5-2-15-3-lau-10-ty-id22519821
Trung Tâm Q.3-NGUYỄN ĐÌNH CHIỂU- 28/31m2(3.5X9)-5Lầu- 30m Ra Mặt Tiền,"Quận 3, TPHCM",6 tỷ 900 triệu,4 PN,4 WC,73 m2,https://mogi.vn/quan-3/mua-nha-hem-ngo/trung-tam-q-3-nguyen-dinh-chieu-28-31m2-3-5x9-5lau-30m-ra-mat-tien-id22097218
"Bán nhà trệt + lửng + lầu đường 102 lã xuân oai , P.TNPA , Quận 9","Quận 9 (TP. Thủ Đức), TPHCM",4 tỷ 400 triệu,3 PN,3 WC,31 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-tret-lung-lau-duong-102-la-xuan-oai-p-tnpa-quan-9-id22429766
"Bán Nhà Ngay Hạnh Thông Tây - 5,5x24m - 4 Tầng - Hẻm 8m Thông - 11,990","Quận Gò Vấp, TPHCM",11 tỷ 990 triệu,2 PN,2 WC,50 m2,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/ban-nha-ngay-hanh-thong-tay-5-5x24m-4-tang-hem-8m-thong-11-990-id22445446
"Mặt Tiền Trương Vĩnh Ký. DT: 4,5x20 nhà 4 lầu. Giá 14,9 tỷ","Quận Tân Phú, TPHCM",14 tỷ 900 triệu,4 PN,4 WC,120 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/mat-tien-truong-vinh-ky-dt-4-5x20-nha-4-lau-gia-14-9-ty-id22434922
Về quê dưỡng già giảm thêm300 Tr - bán gấp nhà 5 tầng 50m2 - Hẻm ô tô,"Quận Bình Thạnh, TPHCM",7 tỷ 500 triệu,6 PN,7 WC,90 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ve-que-duong-gia-giam-them300-tr-ban-gap-nha-5-tang-50m2-hem-o-to-id22445150
"5 tầng, Nở hậu 6M, Xe hơi sát nhà, Bùi Đình Túy, Nội thất full, 4.x tỷ","Quận Bình Thạnh, TPHCM",4 tỷ 850 triệu,6 PN,4 WC,50 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/5-tang-no-hau-6m-xe-hoi-sat-nha-bui-dinh-tuy-noi-that-full-4-x-ty-id22435646
"Bán nhà Huỳnh Tấn Phát, 80m2, 4 lầu, phù hợp gia đình đông nhỉnh 6 tỷ","Quận 7, TPHCM",6 tỷ 400 triệu,3 PN,4 WC,33 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/ban-nha-huynh-tan-phat-80m2-4-lau-phu-hop-gia-dinh-dong-nhinh-6-ty-id22515862
[BÌNH THẠNH ] siêu phẩm nhà phố DT:28m2 giá: 1 tỷ 825 tr 1T3L LH gấp,"Quận Bình Thạnh, TPHCM",1 tỷ 825 triệu,5 PN,5 WC,80 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/binh-thanh-sieu-pham-nha-pho-dt-28m2-gia-1-ty-825-tr-1t3l-lh-gap-id22496849
"Gia đình Gấp bán nhà 2 mặt tiền, lô góc, biệt thự 3 tầng, vị trí KDVP","Quận 12, TPHCM",13 tỷ 500 triệu,3 PN,4 WC,28 m2,https://mogi.vn/quan-12/mua-nha-mat-tien-pho/gia-dinh-gap-ban-nha-2-mat-tien-lo-goc-biet-thu-3-tang-vi-tri-kdvp-id22459916
"Biệt thự mini 4 tầng, 100m2, ngay trung tâm Phú Nhuận","Quận Phú Nhuận, TPHCM",12 tỷ 450 triệu,4 PN,5 WC,150 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/biet-thu-mini-4-tang-100m2-ngay-trung-tam-phu-nhuan-id22517192
"Siêu Phẩm HXH Sát MT Lê Văn Sỹ, Q.3 - DT: 6m x 17,5m, Nh 6,2m 2 tỷ 635","Quận 3, TPHCM",2 tỷ 635 triệu,2 PN,2 WC,55 m2,https://mogi.vn/quan-3/mua-nha-hem-ngo/sieu-pham-hxh-sat-mt-le-van-sy-q-3-dt-6m-x-17-5m-nh-6-2m-2-ty-635-id22519082
"MTKD Tân Phú 150m2, 5x30, chợ vải sỉ Phú Thọ Hòa, chỉ hơn 20 tỷ TL","Quận Tân Phú, TPHCM",20 tỷ 300 triệu,5 PN,5 WC,105 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/mtkd-tan-phu-150m2-5x30-cho-vai-si-phu-tho-hoa-chi-hon-20-ty-tl-id21971598
"Bán Nhà mới đẹp, hẻm xe máy sát HXH Nguyễn Cửu Vân P.17 BT 25m2, 3 tỷ2","Quận Bình Thạnh, TPHCM",3 tỷ 200 triệu,3 PN,2 WC,150 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-moi-dep-hem-xe-may-sat-hxh-nguyen-cuu-van-p-17-bt-25m2-3-ty2-id22513136
Hai Mặt Tiền Bình Phú Q6 ( 17 * 25 ) 2 Lầu 60 tỷ,"Quận 6, TPHCM",60 tỷ,1 PN,1 WC,25 m2,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/hai-mat-tien-binh-phu-q6-17-25-2-lau-60-ty-id22519815
"Bán nhà GÓC 2MT số 156 đường Tân Thành & Tạ Uyên, P.15, Q.5, HCM","Quận 5, TPHCM",34 tỷ,6 PN,6 WC,422 m2,https://mogi.vn/quan-5/mua-nha-mat-tien-pho/ban-nha-goc-2mt-so-156-duong-tan-thanh-ta-uyen-p-15-q-5-hcm-id21617107
Mặt Phố Kd- BỜ BAO TÂN THẮNG- Sát AEON MALL-84m2(4.2X20)- Có Thang Máy,"Quận Tân Phú, TPHCM",12 tỷ,2 PN,2 WC,45 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/mat-pho-kd-bo-bao-tan-thang-sat-aeon-mall-84m2-4-2x20-co-thang-may-id22085573
"Nhà 2 Mặt Hẻm Xe Hơi - Ngay Emart Phan Huy Ích - 6x12 - 74m2 - 5,99 Tỷ","Quận Gò Vấp, TPHCM",5 tỷ 990 triệu,5 PN,6 WC,84 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/nha-2-mat-hem-xe-hoi-ngay-emart-phan-huy-ich-6x12-74m2-5-99-ty-id22492303
"Mặt tiền Trần Hưng Đạo, Tân Phú . DT: 4.5x19 nhà 4 lầu giá bán 15 tỷ","Quận Tân Phú, TPHCM",15 tỷ,2 PN,2 WC,74 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/mat-tien-tran-hung-dao-tan-phu-dt-4-5x19-nha-4-lau-gia-ban-15-ty-id22434918
Hiếm nhà đẹp 4 tầng 40m2 - Ngang 4m - Hẻm ô tô - Giá nhỉnh 6 tỷ,"Quận Bình Thạnh, TPHCM",6 tỷ 990 triệu,4 PN,5 WC,90 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hiem-nha-dep-4-tang-40m2-ngang-4m-hem-o-to-gia-nhinh-6-ty-id22240146
"Mặt tiền kinh doanh, Kế Phan Xích Long, 4.5 x 12M, Chỉ 5.4 tỷ giá tốt","Quận Bình Thạnh, TPHCM",4 tỷ 500 triệu,4 PN,4 WC,40 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/mat-tien-kinh-doanh-ke-phan-xich-long-4-5-x-12m-chi-5-4-ty-gia-tot-id22428382
"Hàng thơm! Nhà đẹp Huỳnh Tấn Phát, dọn vào ở ngay, full nội thất 5.7 t","Quận 7, TPHCM",5 tỷ 700 triệu,2 PN,2 WC,54 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/hang-thom-nha-dep-huynh-tan-phat-don-vao-o-ngay-full-noi-that-5-7-t-id22515879
"BÁN NHÀ MỚI ĐẸP HXH 🚖 Luỹ Bán Bích, Phường Tân Thành, Quận Tân Phú.","Quận Tân Phú, TPHCM",1 tỷ 610 triệu,4 PN,4 WC,80 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-moi-dep-hxh-luy-ban-bich-phuong-tan-thanh-quan-tan-phu-id22496844
"Hạ chào 1 tỷ, gia đình bán gấp nhà Hà Huy Giáp, 142m2, HXH sân vườn4PN","Quận 12, TPHCM",5 tỷ 500 triệu,3 PN,4 WC,41 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/ha-chao-1-ty-gia-dinh-ban-gap-nha-ha-huy-giap-142m2-hxh-san-vuon4pn-id22455225
"Nhà 5 tầng, 68m2, hẻm xe hơi, đường Lê Văn Sỹ, P13","Quận Phú Nhuận, TPHCM",8 tỷ 850 triệu,4 PN,5 WC,142 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-5-tang-68m2-hem-xe-hoi-duong-le-van-sy-p13-id22517129
"Bán Nhà Mới Đẹp , Hẻm Ba Gác gần MT Tăng Bạt Hổ P.11 BT 18,3m2, 2 tỷ89","Quận Bình Thạnh, TPHCM",2 tỷ 890 triệu,5 PN,5 WC,68 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-moi-dep-hem-ba-gac-gan-mt-tang-bat-ho-p-11-bt-18-3m2-2-ty89-id22508370
"Biệt thự góc 3/2 kế Hà Đô Q10 120m2, 6x206PN tặng NT xịn, 37.2 tỷ TL","Quận 10, TPHCM",37 tỷ 200 triệu,2 PN,2 WC,55 m2,https://mogi.vn/quan-10/mua-nha-biet-thu-lien-ke/biet-thu-goc-3-2-ke-ha-do-q10-120m2-6x206pn-tang-nt-xin-37-2-ty-tl-id22032704
Mặt Tiền Thuận Kiều Chợ Rẫy Q11 ( 4 * 15 ) 3 Lầu 15 tỷ,"Quận 11, TPHCM",15 tỷ,6 PN,6 WC,120 m2,https://mogi.vn/quan-11/mua-nha-mat-tien-pho/mat-tien-thuan-kieu-cho-ray-q11-4-15-3-lau-15-ty-id22519814
Bán Nhà Hẻm 8m PHAN ĐÌNH PHÙNG ngay Vườn Lài- 64m2(4x16)- 4Tầng Vuông,"Quận Tân Phú, TPHCM",9 tỷ 600 triệu,3 PN,4 WC,60 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-hem-8m-phan-dinh-phung-ngay-vuon-lai-64m2-4x16-4tang-vuong-id22072155
"Bán nhà trệt + lửng đường Võ Văn Hát , Long Trường , Quận 9","Quận 9 (TP. Thủ Đức), TPHCM",3 tỷ 600 triệu,5 PN,5 WC,64 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-tret-lung-duong-vo-van-hat-long-truong-quan-9-id22409971
"Nhà 4 Tầng Lê Đức Thọ - 5x20 - 100m2 - P13 - GV - Hẻm 6m Thông - 8,6Tỷ","Quận Gò Vấp, TPHCM",8 tỷ 600 triệu,2 PN,2 WC,58 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/nha-4-tang-le-duc-tho-5x20-100m2-p13-gv-hem-6m-thong-8-6ty-id22485012
Bán gấp NHÀ 4 TẦNG đẹp như Tranh Khu VIP Nguyễn Ảnh Thủ giá rẻ 5.69 tỷ,"Quận 12, TPHCM",5 tỷ 690 triệu,5 PN,4 WC,100 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/ban-gap-nha-4-tang-dep-nhu-tranh-khu-vip-nguyen-anh-thu-gia-re-5-69-ty-id22521133
"Mặt tiền Nguyễn Thái Bình. DT: 7,8x25 nhà 2 lầu. Giá 39,9 tỷ","Quận Tân Bình, TPHCM",39 tỷ 900 triệu,4 PN,5 WC,71 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/mat-tien-nguyen-thai-binh-dt-7-8x25-nha-2-lau-gia-39-9-ty-id22431149
"Nhà đẹp 4 tầng BTCT - Hẻm xe hơi - DT: 5,8m x 14m - Chỉ nhỉnh 6 Tỷ","Quận Bình Thạnh, TPHCM",6 tỷ 800 triệu,4 PN,5 WC,190 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-dep-4-tang-btct-hem-xe-hoi-dt-5-8m-x-14m-chi-nhinh-6-ty-id22414520
"Nhà Chợ Bà Chiểu, Giáp Q1, Ngang 4M, 5 tầng, Hẻm xe hơi thông, 7.29 tỷ","Quận Bình Thạnh, TPHCM",7 tỷ 290 triệu,4 PN,4 WC,60 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-cho-ba-chieu-giap-q1-ngang-4m-5-tang-hem-xe-hoi-thong-7-29-ty-id22427900
"Nhà đẹp Huỳnh Tấn Phát, 5 x 14m, 4 tầng, ở sướng như biệt thự nhỉnh 5","Quận 7, TPHCM",5 tỷ 400 triệu,4 PN,5 WC,43 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/nha-dep-huynh-tan-phat-5-x-14m-4-tang-o-suong-nhu-biet-thu-nhinh-5-id22516381
1 Tỷ 385 Tr Thương lượng  Căn Nguyễn Thượng Hiền P5 Phú Nhuận 1T1L SHR,"Quận Phú Nhuận, TPHCM",1 tỷ 385 triệu,4 PN,4 WC,70 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/1-ty-385-tr-thuong-luong-can-nguyen-thuong-hien-p5-phu-nhuan-1t1l-shr-id22496840
"Nhà đẹp 4 tầng, 50m2, hẻm xe hơi, giáp Phú Nhuận","Quận Bình Thạnh, TPHCM",7 tỷ 150 triệu,2 PN,2 WC,26 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-dep-4-tang-50m2-hem-xe-hoi-giap-phu-nhuan-id22517114
"Chính chủ bán nhà hẻm xe hơi Phan Đăng Lưu , phường 3 💳chỉ 1 tỷ 765","Quận Bình Thạnh, TPHCM",1 tỷ 765 triệu,4 PN,5 WC,50 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/chinh-chu-ban-nha-hem-xe-hoi-phan-dang-luu-phuong-3-chi-1-ty-765-id22519036
"Bán nhà Bình Hưng Hoà Bình Tân 4m x 13m, hẻm xe hơi 2 tầng chỉ 4.1 tỷ","Quận Bình Tân, TPHCM",4 tỷ 100 triệu,3 PN,3 WC,44 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/ban-nha-binh-hung-hoa-binh-tan-4m-x-13m-hem-xe-hoi-2-tang-chi-4-1-ty-id22506029
"MT Tên Lửa 400m2 8x50, 6 tầng thuê 200tr/th ngộp bank bán 90 tỷ còn TL","Quận Bình Tân, TPHCM",90 tỷ,3 PN,2 WC,50 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/mt-ten-lua-400m2-8x50-6-tang-thue-200tr-th-ngop-bank-ban-90-ty-con-tl-id22038560
"Bán nhà Hẻm Ba Gác Thông Lê Quang Định P.7 BT  33M2, 5PN, chỉ 5 tỷ35","Quận Bình Thạnh, TPHCM",5 tỷ 350 triệu,2 PN,2 WC,55 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-hem-ba-gac-thong-le-quang-dinh-p-7-bt-33m2-5pn-chi-5-ty35-id22505895
218 m Mặt Tiền Hồng Bàng q11 ( 12 * 18 ) 43 tỷ,"Quận 11, TPHCM",43 tỷ,5 PN,6 WC,33 m2,https://mogi.vn/quan-11/mua-nha-mat-tien-pho/218-m-mat-tien-hong-bang-q11-12-18-43-ty-id22306989
Hẻm 7m Xe Tải Thông- DƯƠNG VĂN DƯƠNG- Q.Tân Phú- 53m2(4.3x12.5)- 4Tầng,"Quận Tân Phú, TPHCM",7 tỷ,5 PN,5 WC,218 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/hem-7m-xe-tai-thong-duong-van-duong-q-tan-phu-53m2-4-3x12-5-4tang-id22060862
"Bán nhà trệt 3 Lầu đường Đỗ Xuân Hợp , Phước Long B , Quận 9","Quận 9 (TP. Thủ Đức), TPHCM",12 tỷ 500 triệu,4 PN,5 WC,53 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-tret-3-lau-duong-do-xuan-hop-phuoc-long-b-quan-9-id22409785
"Nhà 3 Tầng HXH Phan Huy Ích - P15 - Tân Bình - 40m2 - 4,55 Tỷ","Quận Tân Bình, TPHCM",4 tỷ 550 triệu,4 PN,4 WC,122 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/nha-3-tang-hxh-phan-huy-ich-p15-tan-binh-40m2-4-55-ty-id22484671
"Bán nhà 2 tầng, Trần VăN Mười, Xuân Thới Đông giá rẻ chỉ 4 tỷ TL.","Huyện Hóc Môn, TPHCM",4 tỷ,3 PN,2 WC,40 m2,https://mogi.vn/huyen-hoc-mon/mua-nha-hem-ngo/ban-nha-2-tang-tran-van-muoi-xuan-thoi-dong-gia-re-chi-4-ty-tl-id22525457
"Góc 3 mặt tiền đường Nguyễn Quang Bích. DT: 9x18 nhà 3 lầu, Giá 32 tỷ","Quận Tân Bình, TPHCM",32 tỷ,2 PN,2 WC,60 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/goc-3-mat-tien-duong-nguyen-quang-bich-dt-9x18-nha-3-lau-gia-32-ty-id22428701
Chia tài sản bán lỗ 500tr - Nhà 2 tầng 45m2 - 3 mặt tiền - Nhỉnh 4 Tỷ,"Quận Bình Thạnh, TPHCM",4 tỷ 250 triệu,4 PN,5 WC,160 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/chia-tai-san-ban-lo-500tr-nha-2-tang-45m2-3-mat-tien-nhinh-4-ty-id22469975
"Nhà đẹp 3 tầng, Ngay Ung Bướu, Gia Định, 50m2 Ngang 4.3M, Nhỉnh 5 tỷ","Quận Bình Thạnh, TPHCM",5 tỷ 850 triệu,2 PN,2 WC,45 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-dep-3-tang-ngay-ung-buou-gia-dinh-50m2-ngang-4-3m-nhinh-5-ty-id22426314
